,active,cc.y,color,data.properties.date_end,data.properties.date_start,data.properties.name,data.properties.simil,data.type,hover,id,label,read_cam0:size,renderer1:size,selected,size,source,target,type
17,,,#d48a60,,,"Owner, director and shareholder",,is officer of,,68522,"Owner, director and shareholder",2,8.2666140656,,1,345076,62089,
18,,,#8a6960,,,,,registered,,748462,registered,2,8.2666140656,,1,593237,197407,
19,,,#d48a60,,,"Owner, director and shareholder",,is officer of,,68516,"Owner, director and shareholder",2,8.2666140656,,1,345076,197407,
20,,,#8a6960,,,,,registered,,809773,registered,2,8.2666140656,,1,593237,33425,
21,,,#d48a60,,,"Owner, director and shareholder",,is officer of,,68520,"Owner, director and shareholder",2,8.2666140656,,1,345076,33425,
22,,,#8a6960,,,,,registered,,749352,registered,2,8.2666140656,,1,593237,150993,
23,,,#d48a60,,,"Owner, director and shareholder",,is officer of,,68517,"Owner, director and shareholder",2,8.2666140656,,1,345076,150993,
24,,,#8a6960,,,,,registered,,805598,registered,2,8.2666140656,,1,593237,245525,
25,,,#d48a60,,,"Owner, director and shareholder",,is officer of,,68511,"Owner, director and shareholder",2,8.2666140656,,1,345076,245525,curvedArrow
26,,2.0,#d48a60,,,Shareholder,,is officer of,,472021,Shareholder,2,8.2666140656,,1,345076,245525,curvedArrow
27,,,#8a6960,,,,,registered,,814704,registered,2,8.2666140656,,1,593237,111471,
28,,,#d48a60,,,"Owner, director and shareholder",,is officer of,,68519,"Owner, director and shareholder",2,8.2666140656,,1,345076,111471,
0,False,,#8a6960,,,,,registered,False,793616,registered,2,12.6191468896,,1,588011,276414,
1,,,#d48a60,,,Shareholder,,is officer of,False,593127,Shareholder,2,12.6191468896,,1,456660,276414,
0,False,,#baaba3,,,,,registered address,,261748,registered address,2,12.432713278,,1,408031,554473,
1,False,,#8a6960,,,,,registered,False,748779,registered,2,12.432713278,,1,594082,236944,
2,False,,#8a6960,,,,,registered,False,730493,registered,2,12.432713278,,1,582980,206352,
3,,,#d48a60,,,Shareholder,,is officer of,False,11742,Shareholder,2,12.432713278,,1,408030,236944,
4,,,#d48a60,,,Shareholder,,is officer of,,11743,Shareholder,2,12.432713278,,1,408031,236944,curvedArrow
5,,,#d48a60,,,Director,,is officer of,,68541,Director,2,12.432713278,,1,408031,206352,
6,,2.0,#d48a60,,,Director,,is officer of,False,68542,Director,2,12.432713278,,1,408031,236944,curvedArrow
0,False,,#baaba3,,,,,registered address,False,276917,registered address,2,12.6191468896,,1,293604,519183,
1,False,,#8a6960,,,,,registered,,783674,registered,2,12.6191468896,,1,590448,72466,
2,False,,#d48a60,,,Director,,is officer of,False,68545,Director,2,12.6191468896,,1,419849,72466,curvedArrow
3,False,,#d48a60,,,Director,,is officer of,False,68546,Director,2,12.6191468896,,1,293604,72466,curvedArrow
4,False,2.0,#d48a60,,,Shareholder,,is officer of,False,394214,Shareholder,2,12.6191468896,,1,419849,72466,curvedArrow
5,False,2.0,#d48a60,,,Shareholder,,is officer of,False,394215,Shareholder,2,12.6191468896,,1,293604,72466,curvedArrow
0,False,,#d48a60,,,Beneficiay,,is officer of,,60664,is officer of,2,6.71967257343,,1,658458,77977,
1,False,,#d48a60,,,Shareholder,,is officer of,,591630,is officer of,2,6.71967257343,,1,422292,77977,
2,False,,#d48a60,,,Shareholder,,is officer of,,591631,is officer of,2,6.71967257343,,1,456287,77977,
3,False,,#d48a60,,,Shareholder,,is officer of,False,591632,is officer of,2,6.71967257343,,1,422291,77977,
4,False,,#d48a60,,,Shareholder,,is officer of,,591633,is officer of,2,6.71967257343,,1,422293,77977,
5,False,,#d48a60,,,Shareholder,,is officer of,,591634,is officer of,2,6.71967257343,,1,422294,77977,
6,False,,#8a6960,,,,,registered,,618657,registered,2,6.71967257343,,1,592702,77977,
7,False,,#d48a60,,,Director,,is officer of,,70472,is officer of,2,6.71967257343,,1,667757,456287,
8,False,,#d48a60,,,Shareholder,,is officer of,,592052,is officer of,2,6.71967257343,,1,456287,130448,
9,False,,#8a6960,,,,,registered,,634215,registered,2,6.71967257343,,1,592702,130448,
10,False,,#d48a60,,,Director,,is officer of,,70471,is officer of,2,6.71967257343,,1,667757,363839,
11,False,,#d48a60,,,Director,,is officer of,,70473,is officer of,2,6.71967257343,,1,667757,354836,
12,False,,#d48a60,,,Director,,is officer of,,70474,is officer of,2,6.71967257343,,1,667757,354835,
13,False,,#d48a60,,,Director,,is officer of,,70475,is officer of,2,6.71967257343,,1,667757,363838,
14,False,,#d48a60,,,Shareholder,,is officer of,,592053,is officer of,2,6.71967257343,,1,363838,130448,
15,False,,#d48a60,,,Shareholder,,is officer of,,592051,is officer of,2,6.71967257343,,1,476586,130448,
16,False,,#d48a60,,,Shareholder,,is officer of,,592054,is officer of,2,6.71967257343,,1,476615,130448,
17,False,,#baaba3,,,,,registered address,,262997,registered address,2,6.71967257343,,1,354836,544707,
18,False,,#baaba3,,,,,registered address,,288452,registered address,2,6.71967257343,,1,354835,544707,
19,False,,#d48a60,,,Shareholder,,is officer of,,441643,is officer of,2,6.71967257343,,1,354836,10485,
20,False,,#d48a60,,,Shareholder,,is officer of,,441644,is officer of,2,6.71967257343,,1,354835,10485,
21,False,,#8a6960,,,,,registered,,713896,registered,2,6.71967257343,,1,592702,10485,
22,False,,#baaba3,,,,,registered address,,246577,registered address,2,6.71967257343,,1,363839,509189,
23,False,,#baaba3,,,,,registered address,,306731,registered address,2,6.71967257343,,1,363838,509189,
24,False,,#d48a60,,,Shareholder,,is officer of,,466692,is officer of,2,6.71967257343,,1,363839,7256,
25,False,,#d48a60,,,Shareholder,,is officer of,,466693,is officer of,2,6.71967257343,,1,363838,7256,
26,False,,#8a6960,,,,,registered,,723205,registered,2,6.71967257343,,1,592702,7256,
27,False,,#d48a60,,,Shareholder,,is officer of,,466691,is officer of,2,6.71967257343,,1,363837,7256,
28,False,,#baaba3,,,,,registered address,,868881,registered address,2,6.71967257343,,1,363837,509189,
0,,,#d48a60,,16/03/2006,Power of Attorney,,is officer of,,69542,is officer of,2,12.6191468896,,1,667768,108136,
1,,,#8a6960,,,,,registered,,717368,registered,2,12.6191468896,,1,593486,108136,
0,False,,#8a6960,,,,,registered,False,676984,registered,2,2.99793627737,,1,580756,60322,
1,False,,#8a6960,,,,,registered,False,683140,registered,2,2.99793627737,,1,580756,214942,
2,False,,#8a6960,,,,,registered,False,688338,registered,2,2.99793627737,,1,580756,180522,
3,False,,#8a6960,,,,,registered,False,688605,registered,2,2.99793627737,,1,580756,261132,
4,False,,#8a6960,,,,,registered,False,689004,registered,2,2.99793627737,,1,580756,83987,
5,False,,#8a6960,,,,,registered,False,691294,registered,2,2.99793627737,,1,580756,50332,
6,False,,#8a6960,,,,,registered,False,801045,registered,2,2.99793627737,,1,580756,79778,
7,False,,#8a6960,,,,,registered,False,802574,registered,2,2.99793627737,,1,580756,179421,
8,False,,#baaba3,,,,,registered address,False,820495,registered address,2,2.99793627737,,1,310244,546367,
9,False,,#baaba3,,,,,registered address,False,330176,registered address,2,2.99793627737,,1,654193,546367,
10,False,,#d48a60,,,,1.0,has similar name and address as,,879085,has similar name and address as,2,2.99793627737,,1,310244,654193,
11,False,,#baaba3,,,,,registered address,,246768,registered address,2,2.99793627737,,1,373051,536483,
12,False,,#8a6960,,,,,registered,,728306,registered,2,2.99793627737,,1,590963,14909,
13,False,,#d48a60,,,Power of Attorney,,is officer of,False,68557,Power of Attorney,2,2.99793627737,,1,310244,214942,curvedArrow
14,False,,#d48a60,,,Power of Attorney,,is officer of,False,68563,Power of Attorney,2,2.99793627737,,1,354495,214942,
15,False,2.0,#d48a60,,,Shareholder,,is officer of,False,408026,Shareholder,2,2.99793627737,,1,310244,214942,curvedArrow
16,False,,#d48a60,,,Shareholder,,is officer of,False,47805,Shareholder,2,2.99793627737,,1,310244,261132,curvedArrow
17,False,,#d48a60,,,Shareholder,,is officer of,False,47806,Shareholder,2,2.99793627737,,1,310243,261132,
18,False,,#d48a60,,,Shareholder,,is officer of,,47807,Shareholder,2,2.99793627737,,1,310242,261132,
19,False,2.0,#d48a60,,,Power of Attorney,,is officer of,False,68556,Power of Attorney,2,2.99793627737,,1,310244,261132,curvedArrow
20,False,,#d48a60,,,Power of Attorney,,is officer of,False,68562,Power of Attorney,2,2.99793627737,,1,354495,261132,
21,False,,#baaba3,,,,,registered address,False,319007,registered address,2,2.99793627737,,1,315956,529076,
22,False,,#d48a60,,,Shareholder,,is officer of,False,507494,Shareholder,2,2.99793627737,,1,315956,179421,
23,False,,#d48a60,,,Shareholder,,is officer of,False,29078,Shareholder,2,2.99793627737,,1,314881,180522,
24,False,,#d48a60,,,Shareholder,,is officer of,,29079,Shareholder,2,2.99793627737,,1,314880,180522,
25,False,,#d48a60,,,Power of Attorney,,is officer of,False,68555,Power of Attorney,2,2.99793627737,,1,310244,180522,
26,False,,#d48a60,,,Power of Attorney,,is officer of,False,68561,Power of Attorney,2,2.99793627737,,1,354495,180522,
27,False,,#d48a60,,,Director (Rami Makhlouf),,is officer of,False,68552,Director (Rami Makhlouf),2,2.99793627737,,1,310244,79778,
28,False,,#d48a60,,,Director (Rami Makhlouf),,is officer of,False,68558,Director (Rami Makhlouf),2,2.99793627737,,1,354495,79778,
29,False,,#d48a60,,,Shareholder,,is officer of,False,507327,Shareholder,2,2.99793627737,,1,312606,79778,
30,False,,#d48a60,,,Shareholder,,is officer of,False,507328,Shareholder,2,2.99793627737,,1,312605,79778,
31,False,,#d48a60,,,Shareholder,,is officer of,False,507329,Shareholder,2,2.99793627737,,1,312604,79778,
32,False,,#d48a60,,,Shareholder,,is officer of,,507330,Shareholder,2,2.99793627737,,1,312607,79778,
33,False,,#d48a60,,,Shareholder,,is officer of,,498173,Shareholder,2,2.99793627737,,1,353330,60322,
34,False,,#d48a60,,,Shareholder,,is officer of,,498174,Shareholder,2,2.99793627737,,1,353666,60322,
35,False,,#d48a60,,,Shareholder,,is officer of,,498175,Shareholder,2,2.99793627737,,1,354466,60322,
36,False,,#d48a60,,,Shareholder,,is officer of,False,498176,Shareholder,2,2.99793627737,,1,313335,60322,
37,False,,#d48a60,,,Shareholder,,is officer of,False,498177,Shareholder,2,2.99793627737,,1,313336,60322,
38,False,,#d48a60,,,Shareholder,,is officer of,,498178,Shareholder,2,2.99793627737,,1,354495,60322,
39,False,,#d48a60,,,Shareholder,,is officer of,,498179,Shareholder,2,2.99793627737,,1,313333,60322,
40,False,,#d48a60,,,Shareholder,,is officer of,,498180,Shareholder,2,2.99793627737,,1,313334,60322,
41,False,,#d48a60,,,Director,,is officer of,,68485,Director,2,2.99793627737,,1,373051,14909,curvedArrow
42,False,,#d48a60,,,Director,,is officer of,,68486,Director,2,2.99793627737,,1,354466,14909,
43,False,2.0,#d48a60,,,Shareholder,,is officer of,,545791,Shareholder,2,2.99793627737,,1,373051,14909,curvedArrow
44,False,,#d48a60,,,Shareholder,,is officer of,False,31165,Shareholder,2,2.99793627737,,1,310244,50332,curvedArrow
45,False,,#d48a60,,,Beneficiay,,is officer of,,54152,Beneficiay,2,2.99793627737,,1,654193,50332,
46,False,2.0,#d48a60,,,Director / Shareholder / Beneficial Owner,,is officer of,,68553,Director / Shareholder / Beneficial Owner,2,2.99793627737,,1,310244,50332,curvedArrow
47,False,,#d48a60,,,Power of Attorney,,is officer of,,68554,Power of Attorney,2,2.99793627737,,1,310244,83987,
48,False,,#d48a60,,,Director / Shareholder / Beneficial Owner,,is officer of,False,68559,Director / Shareholder / Beneficial Owner,2,2.99793627737,,1,354495,50332,
49,False,,#d48a60,,,Power of Attorney,,is officer of,,68560,Power of Attorney,2,2.99793627737,,1,354495,83987,
0,False,,#baaba3,,,,,registered address,,308234,registered address,2,5.17648925403,,1,298040,540893,
1,False,,#8a6960,,,,,registered,False,795265,registered,2,5.17648925403,,1,583749,125412,
2,False,,#8a6960,,,,,registered,False,624880,registered,2,5.17648925403,,1,583749,275242,
3,False,,#8a6960,,,,,registered,False,621183,registered,2,5.17648925403,,1,583749,124830,
4,False,,#8a6960,,,,,registered,False,617434,registered,2,5.17648925403,,1,583749,26032,
5,False,,#8a6960,,,,,registered,False,617561,registered,2,5.17648925403,,1,583749,218578,
6,False,,#8a6960,,,,,registered,False,627459,registered,2,5.17648925403,,1,583749,83045,
7,False,,#8a6960,,,,,registered,False,619805,registered,2,5.17648925403,,1,592105,285914,
8,False,,#d48a60,,,Shareholder,,is officer of,,562272,Shareholder,2,5.17648925403,,1,298040,125412,
9,False,,#d48a60,,,Shareholder,,is officer of,False,1469,Shareholder,2,5.17648925403,,1,457628,140772,
10,False,,#baaba3,,,,,registered address,False,256146,registered address,2,5.17648925403,,1,457628,525336,
11,False,,#d48a60,,,Shareholder,,is officer of,False,394471,Shareholder,2,5.17648925403,,1,297892,124830,
12,False,,#d48a60,,,Shareholder,,is officer of,False,458375,Shareholder,2,5.17648925403,,1,620232,605754,
13,False,,#8a6960,,,,,registered,False,610737,registered,2,5.17648925403,,1,582684,1284,
0,False,,#d48a60,,,Grantee of a mortgage,,is officer of,False,71495,Grantee of a mortgage,2,12.6191468896,,1,667750,584613,
0,False,,#8a6960,,,,,registered,False,807828,registered,2,12.6067187863,,1,593432,114885,
1,False,,#8a6960,,,,,registered,False,726368,registered,2,12.6067187863,,1,593432,162830,
2,False,,#d48a60,,,Beneficiay,,is officer of,False,58658,Beneficiay,2,12.6067187863,,1,655937,162830,
3,False,,#d48a60,,,Beneficiay,,is officer of,False,64718,Beneficiay,2,12.6067187863,,1,662557,114885,
4,False,,#d48a60,,,,1.0,has similar name and address as,False,339413,has similar name and address as,2,12.6067187863,,1,655937,662557,
5,False,,#d48a60,,,Shareholder,,is officer of,False,472565,Shareholder,2,12.6067187863,,1,288029,114885,
6,False,,#baaba3,,,,,registered address,False,333734,registered address,2,12.6067187863,,1,655937,663078,
7,False,,#baaba3,,,,,registered address,False,338469,registered address,2,12.6067187863,,1,662557,664351,
0,False,,#d48a60,,,Connected,,is officer of,,69534,is officer of,2,9.0966428259,,1,667763,281770,
1,False,,#d48a60,,09/08/2012,Sole shareholder,,is officer of,,69535,is officer of,2,9.0966428259,,1,667763,222255,
2,False,,#d48a60,,,Shareholder,,is officer of,,422430,is officer of,2,9.0966428259,,1,467669,222255,
3,False,,#8a6960,,,,,registered,,674781,registered,2,9.0966428259,,1,583381,281770,
4,False,,#8a6960,,,,,registered,,813371,registered,2,9.0966428259,,1,583381,222255,
5,False,,#baaba3,,,,,registered address,,248261,registered address,2,9.0966428259,,1,467669,560357,
6,False,,#d48a60,,,Shareholder,,is officer of,,443162,is officer of,2,9.0966428259,,1,453647,281770,
7,False,,#d48a60,,,Shareholder,,is officer of,,443163,is officer of,2,9.0966428259,,1,453646,281770,
8,False,,#d48a60,,,Shareholder,,is officer of,,443164,is officer of,2,9.0966428259,,1,453645,281770,
9,False,,#d48a60,,,Shareholder,,is officer of,,443165,is officer of,2,9.0966428259,,1,453648,281770,
0,False,,#d48a60,,19/06/2001,Director,,is officer of,False,69455,is officer of,2,12.6191468896,,1,667734,603136,
1,False,,#8a6960,,,,,registered,False,796185,registered,2,12.6191468896,,1,593176,603136,
0,False,,#baaba3,,,,,registered address,,329807,registered address,2,12.6191468896,,1,652373,523451,
1,False,,#8a6960,,,,,registered,,757176,registered,2,12.6191468896,,1,582674,207317,
2,False,,#baaba3,,,,,registered address,,816405,registered address,2,12.6191468896,,1,419080,523451,
3,False,,#d48a60,,,,1.0,has similar name and address as,,878482,has similar name and address as,2,12.6191468896,,1,419080,652373,
4,,,#d48a60,,,Beneficiay,,is officer of,,53704,Beneficiay,2,12.6191468896,,1,652373,207317,
5,,,#d48a60,,,Beneficial Owner,,is officer of,,68551,Beneficial Owner,2,12.6191468896,,1,419080,207317,curvedArrow
6,,2.0,#d48a60,,,Shareholder,,is officer of,,415500,Shareholder,2,12.6191468896,,1,419080,207317,curvedArrow
0,False,,#8a6960,,,,,registered,False,668054,registered,2,12.6191468896,,1,586333,253517,
1,,,#d48a60,,,Beneficiay,,is officer of,False,60215,Beneficiay,2,12.6191468896,,1,656937,253517,
2,,,#d48a60,,,Beneficial Owner,,is officer of,False,69477,Beneficial Owner,2,12.6191468896,,1,667745,253517,
3,,,#d48a60,,,Shareholder,,is officer of,False,511077,Shareholder,2,12.6191468896,,1,305614,253517,
4,,,#d48a60,,,Shareholder,,is officer of,,511078,Shareholder,2,12.6191468896,,1,295221,253517,
0,False,,#8a6960,,,,,registered,,805498,registered,2,3.72989529473,,1,588461,95824,
1,False,,#8a6960,,,,,registered,,628950,registered,2,3.72989529473,,1,594173,183658,
2,False,,#8a6960,,,,,registered,,629179,registered,2,3.72989529473,,1,594173,94400,
3,False,,#8a6960,,,,,registered,,634061,registered,2,3.72989529473,,1,594173,150577,
4,False,,#8a6960,,,,,registered,,736000,registered,2,3.72989529473,,1,594173,250268,
5,False,,#8a6960,,,,,registered,False,805599,registered,2,3.72989529473,,1,593593,185879,
6,False,,#baaba3,,,,,registered address,,249608,registered address,2,3.72989529473,,1,344068,525365,
7,False,,#baaba3,,,,,registered address,,241070,registered address,2,3.72989529473,,1,345111,576977,
8,False,,#baaba3,,,,,registered address,,248925,registered address,2,3.72989529473,,1,345113,576977,
9,False,,#baaba3,,,,,registered address,,322134,registered address,2,3.72989529473,,1,345112,576977,
10,False,,#baaba3,,,,,registered address,,871173,registered address,2,3.72989529473,,1,345108,576977,
11,False,,#baaba3,,,,,registered address,,871673,registered address,2,3.72989529473,,1,345107,576977,
12,False,,#baaba3,,,,,registered address,,286881,registered address,2,3.72989529473,,1,380589,521276,
13,False,,#baaba3,,,,,registered address,,815652,registered address,2,3.72989529473,,1,380588,521276,
14,False,,#baaba3,,,,,registered address,,292878,registered address,2,3.72989529473,,1,493221,521277,
15,False,,#d48a60,,,Shareholder,,is officer of,,35811,Shareholder,2,3.72989529473,,1,648268,95824,
16,False,,#d48a60,,,Shareholder,,is officer of,,35812,Shareholder,2,3.72989529473,,1,344068,95824,curvedArrow
17,False,,#d48a60,,,Director,,is officer of,False,68423,Director,2,3.72989529473,,1,344068,94400,
18,False,,#d48a60,,,Director,,is officer of,False,68424,Director,2,3.72989529473,,1,344068,183658,
19,False,,#d48a60,,,Director,,is officer of,False,68425,Director,2,3.72989529473,,1,344068,250268,
20,False,,#d48a60,,,Director,,is officer of,,68426,Director,2,3.72989529473,,1,344068,150577,
21,False,2.0,#d48a60,,,Director,,is officer of,,68427,Director,2,3.72989529473,,1,344068,95824,curvedArrow
22,False,,#d48a60,,,Director,,is officer of,False,68428,Director,2,3.72989529473,,1,380588,94400,
23,False,,#d48a60,,,Director,,is officer of,False,68429,Director,2,3.72989529473,,1,380588,183658,
24,False,,#d48a60,,,Director,,is officer of,False,68430,Director,2,3.72989529473,,1,380588,250268,curvedArrow
25,False,,#d48a60,,,Director,,is officer of,,68431,Director,2,3.72989529473,,1,380588,150577,
26,False,,#d48a60,,,Director,,is officer of,,68432,Director,2,3.72989529473,,1,380588,95824,
27,False,2.0,#d48a60,,,Shareholder,,is officer of,,543604,Shareholder,2,3.72989529473,,1,380588,250268,curvedArrow
28,False,,#d48a60,,,Shareholder,,is officer of,False,543603,Shareholder,2,3.72989529473,,1,380589,250268,
29,False,,#d48a60,,,Shareholder,,is officer of,,419147,Shareholder,2,3.72989529473,,1,493016,94400,
30,False,,#d48a60,,,Shareholder,,is officer of,,483771,Shareholder,2,3.72989529473,,1,493020,183658,
31,False,,#d48a60,,,Shareholder,,is officer of,,483773,Shareholder,2,3.72989529473,,1,493022,183658,
32,False,,#d48a60,,,Shareholder,,is officer of,,483774,Shareholder,2,3.72989529473,,1,493021,183658,
33,False,,#d48a60,,,Shareholder,,is officer of,,483793,Shareholder,2,3.72989529473,,1,493221,150577,
34,,,#d48a60,,,Shareholder,,is officer of,,531345,Shareholder,2,3.72989529473,,1,345107,185879,
35,,,#d48a60,,,Shareholder,,is officer of,,531346,Shareholder,2,3.72989529473,,1,345108,185879,
36,,,#d48a60,,,Shareholder,,is officer of,,531347,Shareholder,2,3.72989529473,,1,345111,185879,
37,,,#d48a60,,,Shareholder,,is officer of,,531348,Shareholder,2,3.72989529473,,1,345112,185879,
38,,,#d48a60,,,Shareholder,,is officer of,,531349,Shareholder,2,3.72989529473,,1,345113,185879,
0,False,,#d48a60,,21/01/1998,Director,,is officer of,,69466,is officer of,2,8.60564633455,,1,667740,148184,curvedArrow
1,False,,#d48a60,,21/01/1998,Director,,is officer of,False,69467,is officer of,2,8.60564633455,,1,667740,132650,curvedArrow
2,False,,#d48a60,,27/01/1998,Director,,is officer of,False,69468,is officer of,2,8.60564633455,,1,667740,71686,
3,False,2.0,#d48a60,,21/01/1998,Secretary,,is officer of,,69469,is officer of,2,8.60564633455,,1,667740,148184,curvedArrow
4,False,2.0,#d48a60,,21/01/1998,Secretary,,is officer of,False,69470,is officer of,2,8.60564633455,,1,667740,132650,curvedArrow
5,False,,#8a6960,,,,,registered,False,685720,registered,2,8.60564633455,,1,588516,132650,
6,False,,#8a6960,,,,,registered,,779216,registered,2,8.60564633455,,1,588516,71686,
7,False,,#8a6960,,,,,registered,,802261,registered,2,8.60564633455,,1,588157,148184,
0,False,,#baaba3,,,,,registered address,False,270975,registered address,2,7.39285272774,,1,331503,537456,
1,False,,#8a6960,,,,,registered,False,676347,registered,2,7.39285272774,,1,587887,57733,
2,False,,#8a6960,,,,,registered,False,694194,registered,2,7.39285272774,,1,587887,101476,
3,False,,#8a6960,,,,,registered,False,694736,registered,2,7.39285272774,,1,587887,65174,
4,False,,#8a6960,,,,,registered,False,708883,registered,2,7.39285272774,,1,587887,92277,
5,False,,#8a6960,,,,,registered,False,715958,registered,2,7.39285272774,,1,587887,203035,
6,False,,#8a6960,,,,,registered,False,727752,registered,2,7.39285272774,,1,587887,31289,
7,False,,#8a6960,,,,,registered,False,729287,registered,2,7.39285272774,,1,587887,25048,
8,False,,#8a6960,,,,,registered,False,733334,registered,2,7.39285272774,,1,587887,179891,
9,False,,#8a6960,,,,,registered,False,805912,registered,2,7.39285272774,,1,587887,259557,
10,False,,#8a6960,,,,,registered,False,665886,registered,2,7.39285272774,,1,583530,16616,
11,False,,#baaba3,,,,,registered address,False,831502,registered address,2,7.39285272774,,1,363928,557482,
12,False,,#baaba3,,,,,registered address,False,293517,registered address,2,7.39285272774,,1,309354,557869,
13,False,,#baaba3,,,,,registered address,False,827970,registered address,2,7.39285272774,,1,357071,557481,
14,False,,#baaba3,,,,,registered address,False,866344,registered address,2,7.39285272774,,1,361640,557550,
15,False,,#baaba3,,,,,registered address,False,286856,registered address,2,7.39285272774,,1,320280,558531,
16,False,,#baaba3,,,,,registered address,False,319024,registered address,2,7.39285272774,,1,383392,559232,
17,False,,#d48a60,,,Director / Shareholder,,is officer of,False,68527,Director / Shareholder,2,7.39285272774,,1,331503,16616,
18,False,,#d48a60,,,Shareholder,,is officer of,False,406180,Shareholder,2,7.39285272774,,1,331503,65174,
19,False,,#d48a60,,,Director / Shareholder,,is officer of,False,68524,Director / Shareholder,2,7.39285272774,,1,357071,16616,
20,False,,#d48a60,,,Shareholder,,is officer of,False,395415,Shareholder,2,7.39285272774,,1,383392,179891,
21,False,,#d48a60,,,Shareholder,,is officer of,False,395416,Shareholder,2,7.39285272774,,1,357071,179891,
22,False,,#d48a60,,,Shareholder,,is officer of,False,526490,Shareholder,2,7.39285272774,,1,357071,259557,
23,False,,#d48a60,,,Shareholder,,is officer of,False,543832,Shareholder,2,7.39285272774,,1,357071,25048,
24,False,,#d48a60,,,Shareholder,,is officer of,False,417834,Shareholder,2,7.39285272774,,1,320280,101476,
25,False,,#d48a60,,,Shareholder,,is officer of,False,437376,Shareholder,2,7.39285272774,,1,309354,57733,
26,False,,#d48a60,,,Director / Shareholder,,is officer of,False,68528,Director / Shareholder,2,7.39285272774,,1,497505,16616,
27,False,,#d48a60,,,Shareholder,,is officer of,False,461163,Shareholder,2,7.39285272774,,1,497505,92277,
28,False,,#d48a60,,,Director / Shareholder,,is officer of,False,68525,Director / Shareholder,2,7.39285272774,,1,363928,16616,
29,False,,#d48a60,,,Shareholder,,is officer of,False,433982,Shareholder,2,7.39285272774,,1,363928,31289,
30,False,,#d48a60,,,Director / Shareholder,,is officer of,False,68526,Director / Shareholder,2,7.39285272774,,1,361640,16616,
31,False,,#d48a60,,,Shareholder,,is officer of,False,535778,Shareholder,2,7.39285272774,,1,361640,203035,
0,False,,#baaba3,,,,,registered address,False,248898,registered address,2,9.39223596751,,1,382984,500833,
1,False,,#8a6960,,,,,registered,False,737411,registered,2,9.39223596751,,1,586036,259905,
2,False,,#baaba3,,,,,registered address,False,287992,registered address,2,9.39223596751,,1,419470,525046,
3,False,,#baaba3,,,,,registered address,False,328471,registered address,2,9.39223596751,,1,651513,500833,
4,False,,#8a6960,,,,,registered,False,764600,registered,2,9.39223596751,,1,590963,164376,
5,False,,#d48a60,,,,1.0,has similar name and address as,False,841894,has similar name and address as,2,9.39223596751,,1,382984,651513,
6,False,,#d48a60,,,Member / Shareholder,,is officer of,False,68543,Member / Shareholder,2,9.39223596751,,1,382984,259905,curvedArrow
7,False,,#d48a60,,,Owner,,is officer of,False,68544,Owner,2,9.39223596751,,1,382984,164376,
8,False,,#d48a60,,,Shareholder,,is officer of,False,467466,Shareholder,2,9.39223596751,,1,382986,259905,
9,False,2.0,#d48a60,,,Shareholder,,is officer of,False,467468,Shareholder,2,9.39223596751,,1,382984,259905,curvedArrow
10,False,,#d48a60,,,Beneficiay,,is officer of,False,52017,Beneficiay,2,9.39223596751,,1,651513,164376,
11,False,,#d48a60,,,Beneficiay,,is officer of,False,60928,Beneficiay,2,9.39223596751,,1,659264,164376,
12,False,,#d48a60,,,Shareholder,,is officer of,False,587793,Shareholder,2,9.39223596751,,1,419470,164376,
13,False,,#baaba3,,,,,registered address,False,287424,registered address,2,9.39223596751,,1,382986,572674,
0,False,,#8a6960,,,,,registered,False,622545,registered,2,12.2827156028,,1,586280,4264,
1,False,,#baaba3,,,,,registered address,,301758,registered address,2,12.2827156028,,1,484393,500243,
2,False,,#d48a60,,,Shareholder,,is officer of,False,440857,Shareholder,2,12.2827156028,,1,484392,4264,
3,False,,#d48a60,,,Shareholder,,is officer of,False,440858,Shareholder,2,12.2827156028,,1,484391,4264,
4,False,,#d48a60,,,Shareholder,,is officer of,False,440859,Shareholder,2,12.2827156028,,1,484390,4264,
5,False,,#d48a60,,,Shareholder,,is officer of,False,440860,Shareholder,2,12.2827156028,,1,484393,4264,
6,False,,#baaba3,,,,,registered address,,816665,registered address,2,12.2827156028,,1,484391,500243,
7,False,,#baaba3,,,,,registered address,,829387,registered address,2,12.2827156028,,1,484390,500243,
8,False,,#baaba3,,,,,registered address,,868116,registered address,2,12.2827156028,,1,484392,500243,
9,,,#d48a60,,01/02/2006,Owner,,is officer of,False,69556,Owner,2,12.2827156028,,1,667775,4264,
0,False,,#baaba3,,,,,registered address,False,330718,registered address,2,5.16688762283,,1,653905,535279,
1,False,,#baaba3,,,,,registered address,False,826955,registered address,2,5.16688762283,,1,464828,535279,
2,False,,#d48a60,,,,1.0,has similar name and address as,False,879410,has similar name and address as,2,5.16688762283,,1,464828,653905,
3,False,,#8a6960,,,,,registered,False,763379,registered,2,5.16688762283,,1,586404,226781,
4,False,,#8a6960,,,,,registered,False,763754,registered,2,5.16688762283,,1,586404,181835,
5,False,,#8a6960,,,,,registered,False,764892,registered,2,5.16688762283,,1,586404,190927,
6,False,,#d48a60,,,Beneficiay,,is officer of,False,54813,Beneficiay,2,5.16688762283,,1,653905,226781,
7,False,,#d48a60,,,Owner,,is officer of,False,68569,Owner,2,5.16688762283,,1,464828,181835,
8,False,,#d48a60,,,Owner,,is officer of,False,68570,Owner,2,5.16688762283,,1,464828,190927,curvedArrow
